item,itemLabel,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111141523,Hassan Abdullahi Baiwa,Q4729266,APC,Q59681286,Bassa/Dekina,2019-06-11,,,Q111141523-326DDDED-F9A1-41EF-A2F4-325A679DD09B
Q35538702,Hassan Bala Abubakar III,Q4729266,APC,Q59681509,Sokoto North/Sokoto South,2019-06-11,2019-10-29,male,Q35538702-FEC92A36-1C38-4D8A-B5FF-29600C84948F
Q111141524,Hassan Usman Sokodabo,Q1551163,PDP,Q59681548,Abaji/Gwagwalada/Kwali/Kuje,2019-06-11,,,Q111141524-7BE4BDD7-8E95-4BF8-BD1F-CB64E0E52F9B
Q35536408,Henry Archibong,Q1551163,PDP,Q59680982,Itu/Ibiono Ibom,2019-06-11,,male,Q35536408-633291C8-1F5C-48A7-A746-1AA4712D9D78
Q35539780,Henry Nwawuba,Q1551163,PDP,Q59681154,Ikeduru/Mbaitoli,2019-06-11,,male,Q35539780-6D215963-0152-47EB-8F40-83E66C652463
Q35536614,Herman Hembe,Q4729271,APGA,,,2019-06-11,2020-12-08,male,Q35536614-D1AF6E56-81C9-433A-AF77-ABF36AB5C631
Q35536614,Herman Hembe,Q4729266,APC,,,2020-12-08,,male,Q35536614-799160E5-C30E-46FA-A048-7068418ED3F4
Q35538057,Ibrahim Abdullahi Dutse,Q4729266,APC,Q59681161,Dutse/Kiyawa,2019-06-11,,male,Q35538057-38C58E99-2182-4CC9-8F1C-EF80F582CC37
Q111141525,Ibrahim Almustapha Aliyu,Q4729266,APC,Q59681503,Wurno/Rabah,2019-06-11,,,Q111141525-B68DF786-4F36-4D8D-AED7-3C7D5326E7F7
Q111141526,Ibrahim Babajide Obanikoro,Q4729266,APC,Q59681323,Eti-Osa,2019-06-11,,,Q111141526-9851D65C-CC3F-4C18-BA82-D489082FEF58
Q111141527,Ibrahim Hamza,Q1551163,PDP,Q59681178,Soba,2019-06-11,,,Q111141527-C34C21C9-4D57-4118-9BF6-5BE4DA0FB29E
Q35539721,Ibrahim Isiaka,Q4729266,APC,Q59681400,Ifo/Ewekoro,2019-06-11,,male,Q35539721-8AACEE27-123E-4CD1-B370-E00F09638416
Q111141528,Ibrahim Kunle Olanrewaju,Q4729266,APC,Q59681110,"Ido/Osi, Moba/Ilejeme",2019-06-11,,,Q111141528-381F4B88-C088-46C8-B82E-C83398955E08
Q51120626,Ibrahim Makama Misau,Q4729266,APC,Q59681001,Misau/Dambam,2019-06-11,,male,Q51120626-8330832A-6EAA-4DD9-A928-79753AD6B42A
Q111141529,Ibrahim Mohammed Bukar,Q4729266,APC,Q59681042,Dikwa/Mafa/Konduga,2019-06-11,,,Q111141529-E1797F25-A09C-4A3B-AC31-49C4C67BF3D5
Q111141531,Ibrahim Umar Potiskum,Q4729266,APC,Q59681526,Bade/Jakusko,2019-06-11,,,Q111141531-FEBE0950-A418-4966-AA38-D718D5BEE274
Q110043380,Iduma Igariwey Enwo,Q1551163,PDP,Q59681091,Afikpo North/Afikpo South,2019-06-11,,male,Q110043380-AACEF0F1-F944-44A3-894E-2E744244B85E
Q77224538,Ifeanyi Chudy Momah,Q4729271,APGA,Q59680965,Ihiala,2019-06-11,,male,Q77224538-0B6FBD5E-3AFD-4B9C-876E-C0117C00DF8E
Q111141532,Ifeanyi Ibezi,Q4729271,APGA,Q59680964,Idemili North/Idemili South,2019-06-11,2019-10-29,,Q111141532-6FF42146-4E1C-486C-B463-5483131311F1
Q111141535,Ikenna Elezieanya,Q1551163,PDP,Q59681155,Owerri Municipal/Owerri North/Owerri West,2019-06-11,,,Q111141535-00953512-99A0-4A5A-8A6A-37C04894A7D7
Q111141537,Ismail Tijani,Q4729266,APC,,,2019-06-11,,,Q111141537-E741578F-51EF-4A80-BE1E-DF07DD524C76
Q111141538,Israel Sunny-Goli,Q4729266,APC,Q59681012,Brass/Nembe,2019-06-11,,,Q111141538-D577B137-69E9-432F-970C-71A12D43683D
Q111141539,Ja'afar Abubakar Magaji,Q4729266,APC,Q59680940,Maiha/Mubi North/Mubi South,2019-06-11,,,Q111141539-04D7446E-33B0-48A8-8B69-D7E462C17B85
Q111141540,Ja'afaru Mohammed,Q4729266,APC,Q59681372,Agwara/Borgu,2019-06-11,,,Q111141540-37DFE3F6-5068-46E9-9B01-1223D83EAE22
Q111141543,Jacob Ajao Adejumo,Q65117310,ADP,,,2019-06-11,2019-11-09,,Q111141543-3C75014F-73A0-4AF4-B67D-EC3C543477E9
Q111141543,Jacob Ajao Adejumo,Q4729266,APC,,,2019-11-09,,,Q111141543-24B90A7F-71C9-4E34-B0D4-C1A0104F2AC3
Q111141546,Jafaru Suleiman Ribadu,Q1551163,PDP,Q59680943,Yola North/Yola South/Girei,2019-09-24,,,Q111141546-66405EDC-5E18-42A4-A2AE-C4B0659782E5
Q111141547,James Owolabi,Q4729266,APC,Q59681315,Ifako/Ijaiye,2019-06-11,,,Q111141547-D68769C8-A5A8-4E08-9941-A25285890B28
Q111141541,Ja’afaru Iliyasu,Q4729266,APC,Q59681387,Magama/Rijau,2019-07-04,2019-12-02,,Q111141541-B43FE6F0-A2E3-4175-8A5F-8EA1E19E34F1
Q111141549,Jerry Alagbaoso,Q1551163,PDP,,,2019-06-11,2019-11-01,,Q111141549-A99B7E58-3345-4ED6-B188-6B8109A212B5
Q111141549,Jerry Alagbaoso,Q1551163,PDP,,,2020-01-30,,,Q111141549-79F6CC01-CA0B-45F4-B25B-2311FF139DE7
Q35536249,Jimoh Ojugbele,Q4729266,APC,Q59681391,Ado-Odo/Ota,2019-06-11,,,Q35536249-FE1C36E4-89F3-4A19-9289-E5F99DB5DEE0
Q16194615,John Dyegh,Q4729266,APC,,,2019-06-11,2021-12-13,male,Q16194615-FAB02677-B51D-41DD-A8D5-FD15B077F876
Q16194615,John Dyegh,Q1551163,PDP,Q59681028,Gboko/Tarka,2021-12-13,,male,Q16194615-3B1FEC2B-DEC2-4A20-8D1A-015A8FE76ABB
Q96384703,Johnson Oghuma,Q4729266,APC,,,2019-06-11,,male,Q96384703-2927DBE4-5284-48AC-8AC2-E7E4F77D32DF
Q111141550,Joseph Bello,Q4729266,APC,Q59681283,Adavi/Okehi,2019-06-11,,,Q111141550-53A6170A-0E91-45E6-BC73-19B5C85E0654
Q35536375,Joseph Edionwele,Q1551163,PDP,Q59681096,Esan Central/Esan South/Igueben,2019-06-11,,male,Q35536375-8BBD75FB-CCD3-407F-84FE-B2450378328E
Q111141551,Jude Ise-Idehen,Q1551163,PDP,Q59681099,Egor/Ikpoba-Okha,2019-06-11,,,Q111141551-2BEF529A-5B00-4C0C-8F42-495EB1FFC1D4
Q111199628,Jude Ngaji,Q4729266,APC,Q59681068,Ogoja/Yala,2022-02-26,,male,Q111199628-B70FAB88-D2DF-464F-BFC3-1E4CE8C944F0
Q26896971,Julius Gbabojor Pondi,Q1551163,PDP,Q59681080,Burutu,2019-06-11,,male,Q26896971-E5898721-2368-4974-AD3B-C57D502B9C95
Q16187120,Julius Ihonvbere,Q4729266,APC,Q59681103,Owan East/Owan West,2019-06-11,,male,Q16187120-942DB28E-5052-47C9-971A-7BA54DC8B463
Q90325412,Kabir Tukura Ibrahim,Q4729266,APC,Q59681281,Fakai/Sakaba/Wasagu/Danko/Zuru,2019-06-11,,male,Q90325412-59738B40-7389-4F20-9131-147C7D6C3489
Q111141552,Kabiru Adjoto,Q4729266,APC,Q59681094,Akoko-Edo,2019-06-11,2019-06-21,,Q111141552-C9874600-DFB6-4C38-BAA2-315DB34FB536
Q105445777,Kabiru Alhassan Rurum,Q4729266,APC,Q59681209,Rano/Bunkure/Kibiya,2019-06-11,,male,Q105445777-7BAB122F-7BAE-4F57-AE1A-14F580327626
Q111141553,Kabiru Amadu,Q1551163,PDP,,,2019-06-11,2021-06-29,,Q111141553-75622755-0037-449C-8601-DC2868F79E0E
Q111141553,Kabiru Amadu,Q4729266,APC,,,2021-07-14,,,Q111141553-0DB83737-1FFC-4D29-900E-8322F06CFC50
Q111141556,Kabiru Idris,Q4729266,APC,,,2019-06-11,,,Q111141556-8F359514-144C-475C-ADC1-43AB4FCC1A5B
Q111141557,Kabiru Yahaya,Q1551163,PDP,,,2019-06-11,,,Q111141557-E9E1B4C5-FD49-45E6-B610-16EC3BC9FF1B
Q107185292,Karu Simon Elisha,Q4729266,APC,Q59681133,Kaltungo/Shongom,2019-06-11,,male,Q107185292-0518FCCD-C466-4C5E-B09B-4B583F67A6BF
Q111141558,Kasimu Bello Maigari,Q4729266,APC,Q59681519,Jalingo/Yorro/Zing,2019-07-03,,,Q111141558-DF2A2B9E-5763-486A-BC8F-0FBE1C2F0A37
Q111141560,Kasimu Danjuma,Q4729266,APC,Q59681387,Magama/Rijau,2020-03-19,2020-09-21,,Q111141560-9A7E48EA-E6CB-406E-8B62-6C5D9E2F38D1
Q111141561,Kayode Moshood Akiolu,Q4729266,APC,Q59681336,Lagos Island II,2019-06-11,,,Q111141561-E843C757-AA6F-43C5-B2C8-B39C57AFFC7C
Q35536512,Kehinde Agboola,Q1551163,PDP,Q59681114,Ikole/Oye,2019-06-11,2019-06-21,,Q35536512-89D06009-7016-42FF-AB6B-E80FA33C9012
Q35539099,Kenneth Chikere,Q1551163,PDP,Q59681495,Port Harcourt I,2019-06-11,,male,Q35539099-6A6CA68E-68B0-470E-A995-2A0B10807EBC
Q18129932,Khadija Bukar Abba Ibrahim,Q4729266,APC,Q59681529,Damaturu/Gujba/Gulani/Tarmuwa,2019-06-11,,female,Q18129932-C9E463EE-77F6-46C1-933F-BB31A1C1E366
Q35538891,Kolade Victor Akinjo,Q1551163,PDP,Q59681420,Eseodo/Ilaje,2019-06-11,,,Q35538891-60E844D7-09C3-4DA1-8FDE-558978891C91
Q111141562,Kolapo Korede Osunsanya,Q4729266,APC,,,2019-06-11,2019-09-09,,Q111141562-ACC0D287-3CE2-4C3F-BF71-EDCC69AAC079
Q111141562,Kolapo Korede Osunsanya,Q4729266,APC,Q59681404,Ijebu Ode/Odogbolu/Ijebu North East,2020-01-30,,,Q111141562-869C94B5-3DE0-4E19-A21C-4806658FE2C4
Q111141563,Kolawole Lawal,Q65081160,APM,,,2019-06-11,2021-03-17,,Q111141563-713DD8B5-E931-4A5B-ADAE-29335123FF08
Q111141563,Kolawole Lawal,Q4729266,APC,,,2020-10-10,,,Q111141563-2F46214D-F701-4F10-B4F7-8A56FF0310F1
Q111141564,Komsol Longgap,Q4729266,APC,Q59681480,Mikang/Qua’an/Pan/Shedam,2019-06-11,,,Q111141564-CCF8E86F-B199-4519-AEA2-4EC0609D6783
Q111141566,Kpam Sokpo,Q1551163,PDP,Q59681027,Buruku,2019-06-11,,,Q111141566-38DAF13E-88F6-415C-8BBC-119C2B3B4B26
Q35538940,Kwamoti Laori,Q1551163,PDP,Q59680922,Demsa/Numan/Lamurde,2019-06-11,,,Q35538940-B97B4431-0C5B-4C5B-BB4A-87FEDD1B3766
Q111141567,Lanre Edun,Q4729266,APC,Q59681390,Abeokuta South,2019-06-11,,,Q111141567-A9CB96C4-8F06-4E27-8C09-3EF2F81C17C9
Q111141568,Lawal Muhammadu Idirisu,Q4729266,APC,Q59681295,Ajaokuta,2019,,,Q111141568-967468FB-8A07-448A-8594-329A86FE4208
Q111141568,Lawal Muhammadu Idirisu,Q4729266,APC,,,2019-06-11,2019-10-28,,Q111141568-CE074179-2E82-481D-A260-1B284CAD920B
Q111141569,Lawal Rabiu,Q1551163,PDP,Q59681186,Lere,2019-12-18,2020-10-30,,Q111141569-1762F965-DCDC-4612-BBE4-1C00EA8A52A2
Q111141571,Lawan Abdullahi Ken-Ken,Q4729266,APC,Q59681214,Gwale,2019-06-11,,,Q111141571-B24F2B68-261B-4A2F-BD15-737D4CA686D7
Q111141572,Lawan Shettima Ali,Q4729266,APC,Q59681528,Bursari/Geidam/Yunusari,2019-06-11,,,Q111141572-A458358B-DED9-450B-8B2B-E7E24C625F64
Q111141573,Lawrence Babatunde Ayeni,Q4729266,APC,,,2019-06-11,,,Q111141573-C17DFF20-ECAA-416C-96B9-B4A2AFA9DFAF
Q35537449,Lazarus Ogbee,Q1551163,PDP,Q59681088,Ezza South/Ikwo,2019-06-11,2019-09-09,,Q35537449-7BDF52E9-EC9D-429D-823C-EDF917DE313B
Q111141574,Leke Abejide,Q60143323,ADC,Q59681299,Yagba East/Yagba West/Mopamuro,2019-06-11,,,Q111141574-6DBCFC1E-3725-41C1-81CA-7583231655B6
Q111141576,Livinus Makwe,Q1551163,PDP,,,2019-06-11,,,Q111141576-5239E5ED-7A79-48BF-95C9-DBD58C52AC79
Q6708540,Lynda Chuba-Ikpeazu,Q1551163,PDP,,,2019-06-11,2021-09-30,female,Q6708540-2B9FF243-8D6A-40B2-8C0F-E9BB17F02E0E
Q6708540,Lynda Chuba-Ikpeazu,Q4729266,APC,,,2021-09-30,,female,Q6708540-33982EBF-0D7C-4A26-ACE7-E88769FCB892
Q35539932,Magaji Da'u Aliyu,Q4729266,APC,Q59681158,Birnin Kudu/Buji,2019-06-11,,,Q35539932-897F6F65-AAD2-4662-8731-033351200C97
Q111141577,Mahmoud Muhammed,Q4729266,APC,Q59681220,Gezawa/Gabasawa,2019-06-11,2019-06-25,,Q111141577-68716B88-CE95-453E-A60C-4C6311436863
Q111141578,Makki Abubakar Yalleman,Q4729266,APC,Q59681171,Mallam Madori/Kaugama,2019-06-11,,,Q111141578-F415E5FD-9A08-48A4-ABCC-B5AF4DC8E099
Q35538548,Malle Aminu,Q4729266,APC,,,2019-06-11,2019-06-13,,Q35538548-1366154B-A6F7-4F6B-8C0B-DF947E5A3675
Q111141579,Mani Maishinko Katami,Q1551163,PDP,Q59681507,Binji/Silame,2019-06-11,,,Q111141579-351223B4-3853-4050-A6C0-30B547BBC989
Q111141581,Mansur Aliyu Mashi,Q4729266,APC,Q59681263,Mashi/Dutsi,2019-06-11,,,Q111141581-6367A5A0-B4BB-4038-8988-D236D9A07415
Q111141583,Mansur Manu Soro,Q4729266,APC,Q59681000,Darazo/Gunjuwa,2019-06-11,,,Q111141583-B774B207-95A4-42AB-9478-615E5EED37F5
Q35538405,Mark Gbillah,Q1551163,PDP,Q59681030,Gwer East/Gwer West,2019-06-11,,male,Q35538405-7598DE54-A289-42C5-AC5E-CA559A738819
Q111141584,Martins Oke,Q1551163,PDP,Q59681122,Igbo-Etiti/Uzo-Uwani,2019-06-11,,,Q111141584-63B39D35-A903-4DF1-9EA5-177F953AEB2A
Q111199552,Mayokun Lawson-Alade,,,Q59681410,Akure North/Akure South,2022-02-28,,male,Q111199552-48826811-4b5e-675f-43cb-67a48d52b966
Q35538328,Mayowa Akinfolarin,Q4729266,APC,,,2019-06-11,,male,Q35538328-6CDACD1C-108F-4AA5-BA97-EC316B7491EE
Q111141585,Micah Jiba,Q1551163,PDP,Q59681549,Municipal/Bwari,2019-06-11,,,Q111141585-5E15E157-9805-4BB7-9956-AB468BFF7B4E
Q50219654,Michael Enyong,Q1551163,PDP,Q59680992,Uyo/Uruan/Nsit Atai/Ibesikpo Asutan,2019-06-11,,male,Q50219654-76289BF4-FD1A-4CB7-AFF7-C9650DE1CF92
Q35538438,Michael Etaba,Q1551163,PDP,,,2019-06-11,2021-06-29,male,Q35538438-2158BD57-C7D2-41A8-B3E1-AA115E3B2422
Q35538438,Michael Etaba,Q4729266,APC,Q59681067,Obubra/Etung,2021-06-29,,male,Q35538438-23E2575D-D906-4094-9DFF-76D2DFD1D126
Q102187913,Miriam Onuoha,Q4729266,APC,Q59681143,Isiala Mbano/Okigwe/Onuimo,2020-01-29,,female,Q102187913-EE61EED1-4793-4D85-9085-69D332749946
Q35539046,Mohammed Garba Gololo,Q4729266,APC,Q59681008,Gamawa,2019-06-11,2019-11-01,male,Q35539046-4B05429C-A73C-460B-9900-729D770F663C
Q35537474,Mohammed Muntari Dandutse,Q4729266,APC,Q59681254,Funtua/Dandume,2019-06-11,,,Q35537474-49C2F1B7-A230-4296-B0C8-0DAF09A28520
Q111141586,Mohammed Omar Bio,Q4729266,APC,Q59681300,Baruten/Kaiama,2019-06-11,,,Q111141586-8D963FA8-2EAE-4AE1-9FF3-519E235BC2F6
Q111141587,Mohammed Saidu Bargaja,Q1551163,PDP,,,2020-02-04,,,Q111141587-E5632C68-A75A-4C30-8DE7-662C128C65A2
Q96393681,Mohammed Tahir Monguno,Q4729266,APC,,,2019-06-11,,male,Q96393681-B247D767-0DFF-4A8A-993D-22BC81EA3596
Q65929260,Mohammed Umar Bago,Q4729266,APC,Q59681378,Chanchaga,2019-06-11,,male,Q65929260-91919DF8-C607-454D-ACF1-539C6F6A2CCC
Q111141590,Mufutau Egberongbe,Q4729266,APC,Q59681329,Apapa,2019-06-11,,,Q111141590-9D91BA42-36F6-441F-B617-0B0209ECA782
Q111141591,Muhammad Abubakar Mamadi,Q4729266,APC,Q59681179,Igabi,2019-06-11,2019-06-14,,Q111141591-2D4F6B2C-F3D3-45F6-9141-A5DF766B7B46
Q111141593,Muhammad Ali Wudil,Q4729266,APC,Q59681240,Wudil/Garko,2019-06-11,,,Q111141593-2CE57210-6975-4F9D-A919-E4349CFE4422
Q111141594,Muhammad Auwal Jatau,Q1551163,PDP,Q59681002,Zaki,2020-01-29,,,Q111141594-F7E9EFA4-ADAC-4947-AFFE-86D707815764
Q111141595,Muhammad Bello Yakubu,Q4729266,APC,Q59681276,Bunza/Birnin Kebbi/Kalgo,2019-06-11,,,Q111141595-DAA7A1B8-77B1-464A-8311-479432FF622E
Q35539569,Muhammad Umar Jega,Q4729266,APC,Q59681277,Aleiro/Gwandu/Jega,2019-06-11,,male,Q35539569-7875A955-4141-4D53-972E-C3B034DEE86C
Q80574278,Muhammadu Gawo,Q4729266,APC,Q59681157,Babura/Garki,2019-06-11,2019-12-31,male,Q80574278-DD3EA3FB-995A-40F9-AA6E-49455FAFF4D0
Q35538247,Muhammed Gudaji,Q4729266,APC,Q59681174,Kazaure/Roni/Gwiwa/Yankwashi,2019-06-11,,male,Q35538247-49BC749E-EBC0-4A98-AC9E-2424F7452217
Q111141596,Mukhtar Ahmed,Q4729266,APC,Q59681194,Kaduna South,2019-06-11,,,Q111141596-58C60149-B1C2-4A6B-8789-D66EFC60DA60
Q111141597,Mukhtar Shehu Ladan,Q4729266,APC,Q59681184,Makarfi/Kudan,2019-06-11,,,Q111141597-A00F96D5-BE6A-4E7A-9F98-328E7600373C
Q111141599,Mukhtar Zakari Chawai,Q4729266,APC,Q59681200,Kauru,2019-06-11,,,Q111141599-DBC77575-F0FE-4222-BBEA-D9428CA2E7E9
Q35538626,Muktar Aliyu Betara,Q4729266,APC,,,2019-06-11,,,Q35538626-50CF7079-F917-43F8-BAD7-7760807DC4BF
Q111141601,Munir Babba Dan'Agundi,Q4729266,APC,,,2019-06-11,2019-09-10,,Q111141601-E2DABD63-E089-4643-B630-52A0E7B16592
Q111141601,Munir Babba Dan'Agundi,Q4729266,APC,,,2020-01-29,,,Q111141601-DECAD20F-BA17-453C-BEAE-5DD29BBB4BF4
Q111141602,Murtala Isah Kankara,Q4729266,APC,Q59681253,Faskari/Kankara/Sabuwa,2019-06-11,,,Q111141602-844281C2-3E31-462E-ACCF-24E9A6592F26
Q111199670,Musa Agah Avia,Q1551163,PDP,Q59681467,Jos North/Bassa,2022-02-26,,male,Q111199670-9B8F9D64-CBB0-47CA-B20E-709829727C71
Q111141603,Musa Muhammad Pali,Q4729266,APC,Q59680994,Alkaleri/Kirfi,2019-06-11,,,Q111141603-4AA5E220-41AD-437C-95C2-7A550C8BC9E6
Q111141605,Musa Muhammadu Fagen-Gawo,Q4729266,APC,Q59681157,Babura/Garki,2020-03-19,,,Q111141605-5E3BFE06-61FE-4F27-B564-646D45B038BA
Q24565203,Musa Sarkinadar,Q4729266,APC,,,2019-06-11,2019-06-12,male,Q24565203-C708A61C-46B5-4CB0-8671-BC4E77E41A2F
Q24565203,Musa Sarkinadar,Q4729266,APC,Q59681502,Goronyo/Gada,2019-06-13,,male,Q24565203-CFB0BF42-4921-4673-86AF-6E07CE7FF279
Q111141606,Musa Umar Garo,Q4729266,APC,Q59681221,Gwarzo/Ikabo,2019-06-11,,,Q111141606-31800C9A-91A5-4214-98C2-84733994159E
Q111141608,Mustafa Muhammad Saidu,Q1551163,PDP,,,2019-06-11,,,Q111141608-1FA8780E-4B2D-4B84-B179-B1EC0A2E55DC
Q35539376,Mustapha Dawaki,Q4729266,APC,Q59681216,Dawakin Kudu/Warawa,2019-06-11,,male,Q35539376-9DD79DCB-360D-4DC6-9AE8-42DF32BE2087
Q111141609,Nasiru Abduwa Gabasawa,Q4729266,APC,Q59681220,Gezawa/Gabasawa,2019-07-03,,,Q111141609-F48C7924-DD84-4D14-8861-EFFB23F38F97
Q35537589,Nasiru Sani Zangon Daura,Q4729266,APC,Q59681265,Zango/Baure,2019-06-11,,,Q35537589-14E8F684-F143-4599-B214-645B5786B226
Q111141611,Nassir Ali Ahmad,Q4729266,APC,Q59681235,Nassarawa,2019-06-11,,,Q111141611-29CE8313-C13A-4A51-BEFE-56B0B0584ADE
Q111141612,Nazifi Sani Gumel,Q4729266,APC,Q59681165,Gumel/Maigatari/Sule Tankarkar/Gagarawa,2019-06-11,,,Q111141612-FEDED8CD-C750-46F5-80DC-A2AF6B378213
Q111141613,Ndudi Elumelu,Q1551163,PDP,,,2019-06-11,,,Q111141613-F0FDC395-9481-4DE4-86A7-B8A79F023274
Q35538029,Nicholas Mutu,Q1551163,PDP,Q59681070,Bomadi/Patani,1999,,male,Q35538029-FDF2C936-5D4A-4CA8-8940-F839500D3D41
Q29514826,Nkeiruka Onyejeocha,Q4729266,APC,,,2019-06-11,,female,Q29514826-62425503-F593-4C19-B1F1-6DCCFC84A1B4
Q111141615,Nnolim Nnaji,Q1551163,PDP,Q59681128,Nkanu East/Nkanu West,2019-06-11,,,Q111141615-59872F4B-ABC1-4880-9922-C32C4179FDB0
Q28968008,Nse Ekpenyong,Q1551163,PDP,Q59680983,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,2019-06-11,,male,Q28968008-2E015E61-A533-4C70-BFD8-4EBB7ABE1889
Q111141617,Nsikak Ekong,Q1551163,PDP,,,2019-06-11,2019-11-09,,Q111141617-891A6F44-8C9F-452F-A816-A6F8E31998E0
Q111141617,Nsikak Ekong,Q1551163,PDP,,,2020-01-30,,,Q111141617-AB9A7A75-EB42-474E-A44C-B5DDE5003591
Q30643909,Obinna Chidoka,Q1551163,PDP,Q59680964,Idemili North/Idemili South,2019-11-19,,male,Q30643909-6D7F493E-92A0-4CEF-AA03-A55900998E8A
Q111141619,Obinna Onwubuariri,Q1551163,PDP,Q59681143,Isiala Mbano/Okigwe/Onuimo,2019-06-11,2019-09-18,,Q111141619-826D4EAD-8204-4B67-9332-E854BB04A1B1
Q111141621,Obua Azibapu Fred,Q1551163,PDP,Q59681013,Ogbia,2019-06-11,,,Q111141621-DA5A2DBF-CF41-4243-BCD9-4E68529C6DBD
Q35539979,Ochiglegor Idagbo,Q1551163,PDP,,,2019-06-11,2021-06-29,,Q35539979-9FCF25D0-CA09-4258-A45A-4921E5542EEA
Q35539979,Ochiglegor Idagbo,Q4729266,APC,,,2021-06-29,,,Q35539979-0F25801A-8DA4-4223-AE4B-80F6758D4CC8
Q111141623,Ofor Gregory Chukwuegbo,Q1551163,PDP,Q59681117,Enugu North/Enugu South,2019-06-11,,,Q111141623-C1CA2300-7D57-43CE-AE28-5068DD8B1368
Q35537339,Oghene Egoh,Q1551163,PDP,,,2019-06-11,,,Q35537339-C2F98711-DEF7-49B8-B31C-E24FF8029E5F
Q28968132,Ogor Okuweh,Q1551163,PDP,,,2019-06-11,,male,Q28968132-F40031E8-6695-4A79-8834-B2E1EB57DFD7
Q102229778,Ogunlola Olubunmi,Q4729266,APC,Q59681113,Ijero/Ekiti West/Efon,2019-06-11,,female,Q102229778-B50A1335-386B-497E-A82B-A2D163AFBD93
Q35536601,Okafor John,Q4729266,APC,Q59680959,Aguata,2019-09-17,,male,Q35536601-8ECBD5FA-0674-44D2-9F5F-916D8FBE1E0B
Q111141624,Okwudili Ezenwankwo,Q4729271,APGA,,,2019-06-11,2021-09,,Q111141624-19493C33-26D1-4CBE-8F3F-C9F3ADF751E2
Q111141624,Okwudili Ezenwankwo,Q4729266,APC,,,2021-09,,,Q111141624-218442C6-DBEC-4E7B-B77C-44FF134501F3
Q111141625,Olaide Adewale Akinremi,Q4729266,APC,Q59681466,Ibadan North,2019-06-11,,,Q111141625-7C39E85B-4C83-480E-ACB0-CDF63C679B64
Q111141627,Olaifa Jimoh Aremu,Q60143323,ADC,,,2019-06-11,2021-03-17,,Q111141627-3821F7E9-55A1-4B47-A183-800ECCE69092
Q111141627,Olaifa Jimoh Aremu,Q4729266,APC,,,2021-03-17,,,Q111141627-6DB1A5DB-5391-4941-A620-E3A73DF196DF
Q111141631,Olajide Jimoh,Q4729266,APC,Q59681339,Lagos Mainland,2019-06-11,,,Q111141631-0CA799C2-83B0-437C-84C8-1F47A422A1E9
Q35536681,Olajide Olatubosun,Q4729266,APC,,,2019-06-11,,,Q35536681-F7318352-033B-4A51-B6BF-64D519F47529
Q111141632,Olalekan Rasheed Afolabi,Q4729266,APC,Q59681429,Odo-Otin/Ifelodun/Boripe,2019-06-11,,,Q111141632-72E4FCE5-0181-459D-BE54-F876B062BC82
Q35537487,Olatunji Shoyinka,Q1551163,PDP,Q59681358,Surulere II,2019-06-11,,,Q35537487-779483E2-F13E-4B80-AD20-0166D7615156
Q111141633,Olubukola Oyewo,Q4729266,APC,,,2019-06-11,,,Q111141633-B7F6EEB7-11CB-4C2C-B670-D6A9184E88DE
Q105981510,Olubunmi Tunji-Ojo,Q4729266,APC,Q59681407,Akoko North East/Akoko North West,2019-06-11,,male,Q105981510-67AA1A2B-7F2E-4709-A50E-A487807A3FA8
Q35538484,Olufemi Adebanjo,Q4729266,APC,Q59681317,Alimosho,2019-06-11,,,Q35538484-68F718BF-9D0F-427C-8CCE-BFF69BEC8752
Q35539429,Olufemi Fakeye,Q4729266,APC,,,2019-06-11,,,Q35539429-A406B426-0225-4F2B-8238-CDAC14E3B07F
Q111141634,Olumide Ojerinde,Q4729266,APC,,,2019-06-11,,,Q111141634-5CF349DC-7BCB-40E7-8B2D-F05773AC2C23
Q111141635,Olumide Osoba,Q4729266,APC,,,2019-06-11,,,Q111141635-087E4D02-FB51-432C-8077-179D5B4459EB
Q111141636,Oluokun Akintola,Q4729266,APC,Q59681442,Akinyele/Lagelu,2019-06-11,,,Q111141636-743F80CD-DCA7-4EE4-840F-318293760097
Q111141639,Olusola Steve Fatoba,Q4729266,APC,,,2019-06-11,,,Q111141639-68118A0F-3D85-40D0-AED3-6CE71D21B1CB
Q111141640,Oluwatimehin Adelegbe,Q4729266,APC,Q59681424,Owo/Ose,2019-06-11,,,Q111141640-265431EF-8E45-4D7E-9613-18B97D0C6FBE
Q50825739,Oluwole Oke,Q1551163,PDP,Q59681433,Obokun/Oriade,2019-06-11,,male,Q50825739-AFDC75F4-F222-4B9B-BD4F-CF31180E8D9D
Q111141641,Oluyemi Adewale Taiwo,Q1551163,PDP,Q59681449,Ibarapa East/Ido,2019-06-11,,,Q111141641-40E06D61-FE17-480E-9010-815737DA264B
Q35536416,Omar Tata,Q4729266,APC,,,2019-06-11,2019-11-14,male,Q35536416-173AFE6C-1B6F-4A0C-9634-9E209FEA3E20
Q35538117,Omoregie Ogbeide-Ihama,Q1551163,PDP,Q59681100,Oredo,2019-06-11,,,Q35538117-EDB760AA-F135-474C-80E4-DB2873B843DC
Q21063010,Onofiok A. Luke,Q1551163,PDP,,,2019-06-11,,male,Q21063010-AD432D45-4B77-407E-9500-25C8B681703E
